,title,year,rating,genre,movie_length,votes
687,The Legend of 1900,(1998),8.1,"Drama, Music, Romance",169 min,"62,823"
688,Mary and Max,(2009),8.1,"Animation, Comedy, Drama",92 min,"173,648"
689,The Day the Earth Stood Still,(1951),7.7,"Drama, Sci-Fi",92 min,"80,636"
690,The Station Agent,(2003),7.6,"Comedy, Drama",89 min,"69,777"
691,Rope,(1948),8.0,"Crime, Drama, Mystery",80 min,"139,520"
692,Evil,(2003),7.8,Drama,113 min,"37,788"
693,Paprika,(2006),7.7,"Animation, Drama, Fantasy",90 min,"79,464"
694,The Manchurian Candidate,(1962),7.9,"Drama, Thriller",126 min,"74,499"
695,Shershaah,(2021),8.7,"Action, Biography, Drama",135 min,"113,410"
696,Notorious,(1946),8.0,"Drama, Film-Noir, Romance",102 min,"99,108"
697,Patton,(1970),7.9,"Biography, Drama, War",172 min,"100,248"
698,City Lights,(1931),8.5,"Comedy, Drama, Romance",87 min,"180,003"
699,The Best Years of Our Lives,(1946),8.1,"Drama, Romance, War",170 min,"62,131"
700,Mirror,(1975),8.1,"Biography, Drama",107 min,"44,859"
701,Strangers on a Train,(1951),8.0,"Crime, Drama, Film-Noir",101 min,"131,411"
702,Pride,(I) (2014),7.8,"Biography, Comedy, Drama",119 min,"55,300"
703,High and Low,(1963),8.4,"Crime, Drama, Mystery",143 min,"41,806"
704,Manhattan,(1979),7.9,"Comedy, Drama, Romance",96 min,"138,149"
705,The Man from Nowhere,(2010),7.8,"Action, Crime, Drama",119 min,"67,888"
706,Loving Vincent,(2017),7.8,"Animation, Biography, Crime",94 min,"56,109"
707,The Killing Fields,(1984),7.8,"Biography, Drama, History",141 min,"54,696"
708,The Innocents,(1961),7.8,Horror,100 min,"29,660"
709,Good Bye Lenin!,(2003),7.7,"Comedy, Drama, Romance",121 min,"143,877"
710,Frankenstein,(1931),7.8,"Drama, Horror, Sci-Fi",70 min,"70,497"
711,Peeping Tom,(1960),7.7,"Drama, Horror, Thriller",101 min,"34,385"
712,Fantasia,(1940),7.7,"Animation, Family, Fantasy",125 min,"93,807"
713,Whisper of the Heart,(1995),7.9,"Animation, Drama, Family",111 min,"59,405"
714,A Little Princess,(1995),7.7,"Drama, Family, Fantasy",97 min,"34,040"
715,Yojimbo,(1961),8.2,"Action, Drama, Thriller",110 min,"119,767"
716,The 400 Blows,(1959),8.1,"Crime, Drama",99 min,"114,322"
717,Drishyam 2,(2021),8.6,"Crime, Drama, Thriller",152 min,"33,971"
718,Judgment at Nuremberg,(1961),8.2,"Drama, War",179 min,"75,355"
719,Waking Life,(2001),7.8,"Animation, Drama, Fantasy",99 min,"63,245"
720,Ikiru,(1952),8.3,Drama,143 min,"75,876"
721,The Hustler,(1961),8.0,"Drama, Sport",134 min,"80,489"
722,Three Colors: Blue,(1993),7.9,"Drama, Music, Mystery",94 min,"98,875"
723,The Quiet Man,(1952),7.8,"Comedy, Drama, Romance",129 min,"37,607"
724,The Chaser,(2008),7.8,"Action, Crime, Drama",125 min,"64,138"
725,Withnail & I,(1987),7.6,"Comedy, Drama",107 min,"43,126"
726,Zulu,(1964),7.7,"Drama, History, War",138 min,"38,482"
727,The Ladykillers,(1955),7.7,"Comedy, Crime",91 min,"28,788"
728,The Grapes of Wrath,(1940),8.1,Drama,129 min,"90,489"
729,Kubo and the Two Strings,(2016),7.8,"Animation, Action, Adventure",101 min,"125,943"
730,Breaking the Waves,(1996),7.8,Drama,159 min,"65,692"
731,The Battle of Algiers,(1966),8.1,"Drama, War",121 min,"58,401"
732,The Double Life of Véronique,(1991),7.8,"Drama, Fantasy, Music",98 min,"47,106"
733,The Straight Story,(1999),8.0,"Biography, Drama",112 min,"88,611"
734,Children of Heaven,(1997),8.3,"Drama, Family, Sport",89 min,"72,651"
735,Touch of Evil,(1958),8.0,"Crime, Drama, Film-Noir",95 min,"102,899"
736,Secrets & Lies,(1996),8.0,"Comedy, Drama",136 min,"42,183"
737,The Treasure of the Sierra Madre,(1948),8.2,"Adventure, Drama, Western",126 min,"122,033"
738,Three Colors: Red,(1994),8.1,"Drama, Mystery, Romance",99 min,"100,594"
739,Porco Rosso,(1992),7.7,"Animation, Adventure, Comedy",94 min,"85,938"
740,The Cabinet of Dr. Caligari,(1920),8.1,"Horror, Mystery, Thriller",67 min,"61,909"
741,Anatomy of a Murder,(1959),8.0,"Drama, Mystery",161 min,"64,846"
742,Short Cuts,(1993),7.7,"Comedy, Drama",188 min,"44,311"
743,The Big Sleep,(1946),7.9,"Crime, Film-Noir, Mystery",114 min,"83,988"
744,Le Samouraï,(1967),8.1,"Crime, Drama",101 min,"49,856"
745,Infernal Affairs,(2002),8.0,"Action, Crime, Drama",101 min,"122,829"
746,The African Queen,(1951),7.8,"Adventure, Drama, Romance",105 min,"77,273"
747,Nashville,(1975),7.7,"Comedy, Drama, Music",160 min,"25,775"
748,Philomena,(2013),7.6,"Biography, Comedy, Drama",98 min,"98,589"
749,Fantastic Planet,(1973),7.8,"Animation, Sci-Fi",72 min,"29,612"
750,Hannah and Her Sisters,(1986),7.9,"Comedy, Drama",107 min,"70,480"
751,Baahubali 2: The Conclusion,(2017),8.2,"Action, Drama",167 min,"84,954"
752,The Lion in Winter,(1968),7.9,"Biography, Drama, History",134 min,"30,968"
753,The Red Shoes,(1948),8.1,"Drama, Music, Romance",135 min,"33,980"
754,L'Avventura,(1960),7.8,"Drama, Mystery, Romance",144 min,"29,010"
755,To Be or Not to Be,(1942),8.2,"Comedy, Romance, War",99 min,"35,368"
756,Andrei Rublev,(1966),8.1,"Biography, Drama, History",205 min,"52,412"
757,The Salesman,(2016),7.7,Drama,124 min,"58,921"
758,Wild Strawberries,(1957),8.2,"Drama, Romance",91 min,"104,630"
759,The General,(1926),8.1,"Action, Adventure, Comedy",67 min,"88,964"
760,Cat on a Hot Tin Roof,(1958),8.0,Drama,108 min,"48,360"
761,The 39 Steps,(1935),7.6,"Crime, Mystery, Thriller",86 min,"55,796"
762,Control,(2007),7.7,"Biography, Drama, Music",122 min,"64,375"
763,96,(II) (2018),8.5,"Drama, Romance",158 min,"27,737"
764,Dragon Ball Super: Broly,(2018),7.8,"Animation, Action, Adventure",100 min,"25,715"
765,The Tale of The Princess Kaguya,(2013),8.0,"Animation, Drama, Family",137 min,"44,320"
766,Gully Boy,(2019),7.9,"Drama, Music, Romance",154 min,"37,219"
767,Bringing Up Baby,(1938),7.9,Comedy,102 min,"60,252"
768,The White Ribbon,(2009),7.8,"Drama, History, Mystery",144 min,"72,337"
769,A Prophet,(2009),7.9,"Crime, Drama",155 min,"97,464"
770,3-Iron,(2004),8.0,"Crime, Drama, Romance",88 min,"54,115"
771,Wait Until Dark,(1967),7.8,Thriller,108 min,"29,996"
772,The Sea Inside,(I) (2004),8.0,"Biography, Drama",126 min,"80,730"
773,Drishyam,(2015),8.2,"Crime, Drama, Mystery",163 min,"78,643"
774,His Girl Friday,(1940),7.9,"Comedy, Drama, Romance",92 min,"57,413"
775,Raatchasan,(2018),8.4,"Crime, Drama, Mystery",170 min,"38,059"
776,Leviathan,(2014),7.6,"Crime, Drama",140 min,"52,474"
777,The Diving Bell and the Butterfly,(2007),8.0,"Biography, Drama",112 min,"106,731"
778,When Marnie Was There,(2014),7.7,"Animation, Drama, Family",103 min,"38,283"
779,Mr. Smith Goes to Washington,(1939),8.1,"Comedy, Drama",129 min,"113,490"
780,Night on Earth,(1991),7.7,"Comedy, Drama",129 min,"59,225"
781,Out of the Past,(1947),8.0,"Crime, Drama, Film-Noir",97 min,"36,147"
782,The Day of the Jackal,(1973),7.8,"Crime, Drama, Thriller",143 min,"40,114"
783,Lilya 4-Ever,(2002),7.8,"Crime, Drama",109 min,"44,967"
784,Fitzcarraldo,(1982),8.1,"Adventure, Drama",158 min,"34,127"
785,All Quiet on the Western Front,(1930),8.1,"Drama, War",152 min,"60,324"
786,Invasion of the Body Snatchers,(1956),7.7,"Drama, Horror, Sci-Fi",80 min,"48,441"
787,The Thin Man,(1934),8.0,"Comedy, Mystery",91 min,"28,934"
788,"Aguirre, the Wrath of God",(1972),7.9,"Action, Adventure, Biography",95 min,"55,954"
789,Underground,(1995),8.1,"Comedy, Drama, Fantasy",167 min,"57,671"
790,My Name Is Khan,(2010),8.0,"Drama, Romance",165 min,"104,269"
791,Arsenic and Old Lace,(1943),8.0,"Comedy, Crime, Thriller",118 min,"69,702"
792,The Kid,(1921),8.3,"Comedy, Drama, Family",68 min,"123,299"
793,The Triplets of Belleville,(2003),7.8,"Animation, Comedy, Drama",80 min,"53,830"
794,Pather Panchali,(1955),8.4,Drama,125 min,"30,636"
795,Wolf Children,(2012),8.1,"Animation, Drama, Fantasy",117 min,"43,202"
796,Repulsion,(1965),7.7,"Drama, Horror, Thriller",105 min,"52,231"
797,Song of the Sea,(2014),8.1,"Animation, Adventure, Drama",93 min,"56,740"
798,Jules and Jim,(1962),7.8,"Drama, Romance",105 min,"40,545"
799,Adam's Apples,(2005),7.8,"Comedy, Crime, Drama",94 min,"49,609"
800,Tokyo Story,(1953),8.2,Drama,136 min,"59,560"
801,Shine,(1996),7.7,"Biography, Drama, Music",105 min,"53,637"
802,Hard Boiled,(1992),7.8,"Action, Crime, Thriller",128 min,"49,512"
803,The Vanishing,(1988),7.7,"Mystery, Thriller",107 min,"37,760"
804,The Adventures of Robin Hood,(1938),7.9,"Action, Adventure, Romance",102 min,"50,178"
805,The Little Prince,(2015),7.7,"Animation, Adventure, Drama",108 min,"60,668"
806,The Tenant,(1976),7.6,"Drama, Thriller",126 min,"42,985"
807,In Cold Blood,(1967),7.9,"Biography, Crime, Drama",134 min,"26,135"
808,In a Lonely Place,(1950),8.0,"Drama, Film-Noir, Mystery",94 min,"30,493"
809,Inherit the Wind,(1960),8.1,"Biography, Drama, History",128 min,"29,597"
810,The Discreet Charm of the Bourgeoisie,(1972),7.9,Comedy,102 min,"41,952"
811,Nights of Cabiria,(1957),8.1,Drama,110 min,"47,725"
812,Zindagi Na Milegi Dobara,(2011),8.2,"Comedy, Drama, Musical",155 min,"74,845"
813,Taste of Cherry,(1997),7.8,Drama,95 min,"29,059"
814,The Umbrellas of Cherbourg,(1964),7.8,"Drama, Musical, Romance",91 min,"26,702"
815,Bajrangi Bhaijaan,(2015),8.0,"Action, Adventure, Comedy",163 min,"83,561"
816,Cowboy Bebop: The Movie,(2001),7.9,"Animation, Action, Crime",115 min,"47,332"
817,Key Largo,(1948),7.8,"Action, Crime, Drama",100 min,"39,934"
818,Autumn Sonata,(1978),8.2,"Drama, Music",99 min,"33,184"
819,The Invisible Man,(1933),7.7,"Horror, Sci-Fi",71 min,"34,000"
820,The Sacrifice,(1986),8.0,Drama,149 min,"27,419"
821,The Asphalt Jungle,(1950),7.9,"Crime, Drama, Film-Noir",112 min,"26,163"
822,Scarface,(1932),7.7,"Action, Crime, Drama",93 min,"27,389"
823,Elite Squad,(2007),8.0,"Action, Crime, Drama",115 min,"102,211"
824,Batman: Mask of the Phantasm,(1993),7.8,"Animation, Action, Adventure",76 min,"47,961"
825,Land of Mine,(2015),7.8,"Drama, History, War",100 min,"39,861"
826,"Duck, You Sucker!",(1971),7.6,"Drama, War, Western",138 min,"33,862"
827,"I, Daniel Blake",(2016),7.9,Drama,100 min,"58,490"
828,Throne of Blood,(1957),8.1,"Drama, History",110 min,"50,953"
829,Cape Fear,(1962),7.7,"Drama, Thriller",106 min,"28,569"
830,Farewell My Concubine,(1993),8.1,"Drama, History, Music",171 min,"27,728"
831,The Motorcycle Diaries,(2004),7.8,"Adventure, Biography, Drama",126 min,"100,139"
832,The Lady Vanishes,(1938),7.8,"Mystery, Thriller",96 min,"51,304"
833,Uri: The Surgical Strike,(2019),8.3,"Action, Drama, War",138 min,"55,479"
834,Diabolique,(1955),8.1,"Crime, Drama, Horror",117 min,"64,850"
835,Head-On,(2004),7.9,"Drama, Romance",121 min,"53,559"
836,Darbareye Elly,(2009),8.0,"Drama, Mystery",119 min,"52,237"
837,Stalag 17,(1953),8.0,"Comedy, Drama, War",120 min,"54,930"
838,Ninja Scroll,(1993),7.9,"Animation, Action, Adventure",94 min,"36,642"
839,Persepolis,(2007),8.0,"Animation, Biography, Drama",96 min,"93,168"
840,Winter Sleep,(2014),8.1,Drama,196 min,"50,642"
841,Cries & Whispers,(1972),8.1,Drama,91 min,"33,215"
842,The Conformist,(1970),8.0,Drama,113 min,"29,593"
843,The World's Fastest Indian,(2005),7.8,"Biography, Drama, Sport",127 min,"54,034"
844,The Postman,(1994),7.7,"Biography, Comedy, Drama",108 min,"35,822"
845,Amarcord,(1973),7.9,"Comedy, Drama",123 min,"42,696"
846,The Wages of Fear,(1953),8.1,"Adventure, Drama, Thriller",131 min,"59,478"
847,Kagemusha,(1980),8.0,"Drama, History, War",162 min,"35,005"
848,The Message,(1976),8.2,"Biography, Drama, History",177 min,"46,520"
849,Gilda,(1946),7.6,"Drama, Film-Noir, Romance",110 min,"31,601"
850,Shadow of a Doubt,(1943),7.8,"Film-Noir, Thriller",108 min,"64,004"
851,Sunrise,(1927),8.1,"Drama, Romance",94 min,"50,312"
852,The Broken Circle Breakdown,(2012),7.7,"Drama, Music, Romance",111 min,"40,810"
853,The Bride of Frankenstein,(1935),7.8,"Drama, Horror, Sci-Fi",75 min,"47,114"
854,Nostalghia,(1983),8.1,Drama,125 min,"26,200"
855,A Wednesday,(2008),8.1,"Action, Crime, Drama",104 min,"77,388"
856,Les yeux sans visage,(1960),7.7,"Drama, Horror",90 min,"30,659"
857,A Man for All Seasons,(1966),7.7,"Biography, Drama, History",120 min,"33,913"
858,Three Colors: White,(1994),7.6,"Comedy, Drama, Romance",92 min,"71,399"
859,The Caine Mutiny,(1954),7.7,"Drama, War",124 min,"27,181"
860,The Taking of Pelham One Two Three,(1974),7.7,"Action, Crime, Thriller",104 min,"29,862"
861,The Experiment,(2001),7.7,"Drama, Thriller",120 min,"93,127"
862,Dersu Uzala,(1975),8.3,"Adventure, Biography, Drama",142 min,"27,412"
863,Hera Pheri,(2000),8.2,"Action, Comedy, Crime",156 min,"64,156"
864,Hiroshima Mon Amour,(1959),7.9,"Drama, Romance",90 min,"31,064"
865,The Passion of Joan of Arc,(1928),8.1,"Biography, Drama, History",114 min,"52,861"
866,Kal Ho Naa Ho,(2003),7.9,"Comedy, Drama, Musical",186 min,"67,431"
867,Departures,(2008),8.1,"Drama, Music",130 min,"51,319"
868,In America,(2002),7.7,Drama,105 min,"42,774"
869,Badla,(2019),7.8,"Crime, Drama, Mystery",118 min,"26,674"
870,Asuran,(2019),8.6,"Action, Drama",141 min,"25,299"
871,Tokyo Godfathers,(2003),7.8,"Animation, Adventure, Comedy",92 min,"37,938"
872,The Bandit,(1996),8.2,"Crime, Drama, Thriller",128 min,"69,255"
873,Down by Law,(1986),7.7,"Comedy, Crime, Drama",107 min,"50,732"
874,The Lunchbox,(2013),7.8,"Drama, Romance",104 min,"54,640"
875,Vikram Vedha,(2017),8.3,"Action, Crime, Drama",147 min,"36,087"
876,Crimes and Misdemeanors,(1989),7.9,"Comedy, Drama",104 min,"57,264"
877,Drishyam,(2013),8.3,"Crime, Drama, Thriller",160 min,"39,820"
878,Kind Hearts and Coronets,(1949),8.0,"Comedy, Crime",106 min,"36,691"
879,Sweet Smell of Success,(1957),8.0,"Drama, Film-Noir",96 min,"30,917"
880,Super 30,(2019),8.0,"Biography, Drama",154 min,"28,799"
881,Confessions,(2010),7.7,"Drama, Thriller",106 min,"38,225"
882,Loveless,(2017),7.6,Drama,127 min,"32,418"
883,Dara of Jasenovac,(2020),8.7,"Drama, War",130 min,"80,407"
884,Miracle on 34th Street,(1947),7.9,"Comedy, Drama, Family",96 min,"47,133"
885,Harvey,(1950),7.9,"Comedy, Drama, Fantasy",104 min,"54,800"
886,Au Revoir les Enfants,(1987),8.0,"Drama, War",104 min,"33,237"
887,Lagaan: Once Upon a Time in India,(2001),8.1,"Drama, Musical, Sport",224 min,"111,089"
888,Sleuth,(1972),8.0,"Mystery, Thriller",138 min,"47,083"
889,The Girl Who Leapt Through Time,(2006),7.7,"Animation, Adventure, Comedy",98 min,"64,538"
890,The Hidden Fortress,(1958),8.1,"Action, Adventure, Drama",126 min,"38,105"
891,My Sassy Girl,(2001),8.0,"Comedy, Drama, Romance",137 min,"47,502"
892,The Secret of Kells,(2009),7.6,"Animation, Adventure, Family",75 min,"34,654"
893,Celda 211,(2009),7.6,"Action, Crime, Drama",113 min,"66,714"
894,Lifeboat,(1944),7.6,"Drama, War",97 min,"28,469"
895,Only Yesterday,(1991),7.6,"Animation, Drama, Romance",118 min,"30,789"
896,Ace in the Hole,(1951),8.1,"Drama, Film-Noir",111 min,"34,925"
897,Article 15,(2019),8.2,"Crime, Drama, Mystery",130 min,"29,469"
898,Frost/Nixon,(2008),7.7,"Biography, Drama, History",122 min,"106,901"
899,The Past,(2013),7.7,"Drama, Mystery",130 min,"48,211"
900,Battleship Potemkin,(1925),8.0,"Drama, History, Thriller",66 min,"56,604"
901,The Gold Rush,(1925),8.2,"Adventure, Comedy, Drama",95 min,"108,758"
902,Nobody Knows,(2004),8.1,Drama,141 min,"27,129"
903,Vampire Hunter D: Bloodlust,(2000),7.7,"Animation, Action, Drama",103 min,"31,224"
904,The Odd Couple,(1968),7.7,Comedy,105 min,"34,244"
905,The Big Heat,(1953),7.9,"Crime, Film-Noir, Thriller",89 min,"26,165"
906,My Father and My Son,(2005),8.2,"Drama, Family",112 min,"84,852"
907,La Strada,(1954),8.0,Drama,108 min,"61,935"
908,"Black Cat, White Cat",(1998),8.1,"Comedy, Crime, Romance",127 min,"53,094"
909,Vivre Sa Vie,(1962),8.0,Drama,85 min,"30,843"
910,The Chorus,(2004),7.9,"Comedy, Drama, Music",97 min,"60,776"
911,Queen,(2013),8.2,"Adventure, Comedy, Drama",146 min,"64,559"
912,After the Wedding,(2006),7.7,Drama,120 min,"34,151"
913,Joint Security Area,(2000),7.8,"Action, Drama, Thriller",110 min,"29,205"
914,Swades,(2004),8.2,"Drama, Musical",189 min,"88,473"
915,Dreams,(1990),7.8,"Drama, Fantasy",119 min,"25,860"
916,The Shop Around the Corner,(1940),8.1,"Comedy, Drama, Romance",99 min,"32,109"
917,Dilwale Dulhania Le Jayenge,(1995),8.1,"Drama, Romance",181 min,"67,634"
918,"4 Months, 3 Weeks and 2 Days",(2007),7.9,Drama,113 min,"59,259"
919,The Killer,(1989),7.8,"Action, Crime, Drama",111 min,"47,712"
920,The Exterminating Angel,(1962),8.1,"Drama, Fantasy",95 min,"32,473"
921,The Magdalene Sisters,(2002),7.7,Drama,114 min,"26,983"
922,OMG: Oh My God!,(2012),8.1,"Comedy, Drama, Fantasy",125 min,"56,648"
923,A Night at the Opera,(1935),7.9,"Comedy, Music, Musical",96 min,"32,426"
924,Ivan's Childhood,(1962),8.1,"Drama, War",95 min,"35,335"
925,Once Upon a Time in Anatolia,(2011),7.9,"Crime, Drama",157 min,"45,478"
926,Raise the Red Lantern,(1991),8.1,"Drama, History, Romance",125 min,"31,892"
927,G.O.R.A.,(2004),8.1,"Adventure, Comedy, Sci-Fi",127 min,"61,216"
928,The Lost Weekend,(1945),7.9,"Drama, Film-Noir",101 min,"36,086"
929,The Return,(2003),8.0,Drama,110 min,"44,913"
930,The Purple Rose of Cairo,(1985),7.7,"Comedy, Fantasy, Romance",82 min,"50,804"
931,Sherlock Jr.,(1924),8.2,"Action, Comedy, Romance",45 min,"47,726"
932,Masaan,(2015),8.2,Drama,109 min,"27,050"
933,Duck Soup,(1933),7.8,"Comedy, Musical",69 min,"59,408"
934,Joyeux Noel,(2005),7.7,"Drama, History, Music",116 min,"29,511"
935,No Man's Land,(I) (2001),7.9,"Comedy, Drama, War",98 min,"46,555"
936,La Grande Illusion,(1937),8.1,"Drama, War",113 min,"35,960"
937,Kahaani,(2012),8.1,"Mystery, Thriller",122 min,"61,763"
938,Dil Chahta Hai,(2001),8.1,"Comedy, Drama, Romance",183 min,"70,720"
939,The Virgin Spring,(1960),8.1,Drama,89 min,"28,618"
940,Rififi,(1955),8.1,"Crime, Drama, Thriller",118 min,"33,391"
941,Rang De Basanti,(2006),8.1,"Comedy, Crime, Drama",167 min,"117,675"
942,Chhichhore,(2019),8.3,"Comedy, Drama, Romance",143 min,"47,897"
943,The Rules of the Game,(1939),8.0,"Comedy, Drama",110 min,"28,469"
944,In a Better World,(2010),7.6,"Drama, Romance",118 min,"39,802"
945,Beauty and the Beast,(1946),7.9,"Drama, Fantasy, Romance",93 min,"26,024"
946,Haider,(2014),8.1,"Action, Crime, Drama",160 min,"53,068"
947,White Heat,(1949),8.1,"Action, Crime, Drama",114 min,"32,138"
948,Rockstar,(2011),7.7,"Drama, Music, Romance",159 min,"43,136"
949,Nine Queens,(2000),7.9,"Crime, Drama, Thriller",114 min,"52,091"
950,Dev.D,(2009),8.0,"Comedy, Drama, Romance",144 min,"30,241"
951,Veer-Zaara,(2004),7.8,"Drama, Family, Musical",192 min,"51,830"
952,Jean de Florette,(1986),8.0,"Comedy, Drama",120 min,"25,391"
953,Fireworks,(1997),7.7,"Crime, Drama, Romance",103 min,"29,977"
954,Pink,(III) (2016),8.1,"Crime, Drama, Thriller",136 min,"43,674"
955,Love and Death,(1975),7.7,"Comedy, War",85 min,"37,985"
956,Barfi!,(2012),8.1,"Comedy, Drama, Romance",151 min,"80,099"
957,Millennium Actress,(2001),7.9,"Animation, Drama, Fantasy",87 min,"26,732"
958,Time of the Gypsies,(1988),8.1,"Comedy, Crime, Drama",142 min,"30,153"
959,Black,(2005),8.2,Drama,122 min,"34,564"
960,Talvar,(2015),8.2,"Crime, Drama, Mystery",132 min,"34,251"
961,"Rome, Open City",(1945),8.1,"Drama, Thriller, War",103 min,"25,796"
962,Hindi Medium,(2017),7.9,"Comedy, Drama",132 min,"27,299"
963,Lupin III: The Castle of Cagliostro,(1979),7.6,"Animation, Action, Adventure",102 min,"29,867"
964,Elite Squad 2: The Enemy Within,(2010),8.0,"Action, Crime, Drama",115 min,"82,073"
965,Tae Guk Gi: The Brotherhood of War,(2004),8.0,"Action, Drama, War",140 min,"39,312"
966,Tangerines,(2013),8.2,"Drama, War",87 min,"45,228"
967,Udaan,(2010),8.2,Drama,134 min,"44,457"
968,C.R.A.Z.Y.,(2005),7.9,"Comedy, Drama",129 min,"32,588"
969,Le Dîner de Cons,(1998),7.7,Comedy,80 min,"40,822"
970,Sullivan's Travels,(1941),7.9,"Adventure, Comedy, Drama",90 min,"25,866"
971,Vera Drake,(2004),7.6,"Crime, Drama",125 min,"25,206"
972,The Muppet Christmas Carol,(1992),7.7,"Comedy, Drama, Family",85 min,"57,174"
973,Sholay,(1975),8.2,"Action, Adventure, Comedy",162 min,"54,576"
974,Central Station,(1998),8.0,Drama,110 min,"38,904"
975,Sanjuro,(1962),8.1,"Action, Drama, Thriller",96 min,"37,385"
976,Knockin' on Heaven's Door,(1997),7.9,"Action, Crime, Comedy",87 min,"29,664"
977,Vicky Donor,(2012),7.8,"Comedy, Romance",126 min,"42,388"
978,Baby,(I) (2015),8.0,"Action, Crime, Thriller",159 min,"56,463"
979,Udta Punjab,(2016),7.8,"Action, Crime, Drama",148 min,"29,585"
980,English Vinglish,(2012),7.8,"Comedy, Drama, Family",134 min,"35,605"
981,Special 26,(2013),8.0,"Crime, Drama, Thriller",144 min,"54,932"
982,Raazi,(2018),7.8,"Action, Drama, Thriller",138 min,"29,188"
983,Zelig,(1983),7.7,Comedy,79 min,"41,636"
984,Jab We Met,(2007),7.9,"Comedy, Drama, Romance",138 min,"51,408"
985,Airlift,(2016),8.0,"Drama, History",130 min,"55,969"
986,The Edge of Heaven,(2007),7.8,Drama,122 min,"31,833"
987,The Circus,(1928),8.1,"Comedy, Family, Romance",72 min,"33,007"
988,Munna Bhai M.B.B.S.,(2003),8.1,"Comedy, Drama",156 min,"79,431"
989,M.S. Dhoni: The Untold Story,(2016),8.0,"Biography, Drama, Sport",184 min,"51,271"
990,Paan Singh Tomar,(2012),8.2,"Action, Biography, Crime",135 min,"35,588"
991,Chak De! India,(2007),8.2,"Drama, Family, Sport",153 min,"78,550"
992,Bhaag Milkha Bhaag,(2013),8.2,"Biography, Drama, Sport",186 min,"66,079"
993,"Carry On, Munna Bhai",(2006),8.1,"Comedy, Drama, Romance",144 min,"46,033"
994,Kai Po Che,(2013),7.8,"Drama, Sport",120 min,"36,121"
995,Nefes: Vatan Sagolsun,(2009),8.0,"Action, Drama, Thriller",128 min,"33,254"
996,Andaz Apna Apna,(1994),8.1,"Action, Comedy, Romance",160 min,"52,499"
997,Vizontele,(2001),8.0,"Comedy, Drama",110 min,"35,996"
998,Sarfarosh,(1999),8.1,"Action, Drama, Thriller",174 min,"25,253"
999,Anand,(1971),8.2,"Drama, Musical",122 min,"33,285"
